,id,target
173,562,0
174,566,0
175,572,1
176,573,0
177,582,0
178,586,1
179,587,1
180,590,1
181,591,1
182,593,0
183,595,1
184,596,1
185,597,0
186,601,1
187,602,0
188,605,0
189,610,1
190,616,1
191,618,1
192,620,1
193,626,1
194,627,0
195,629,1
196,632,1
197,634,1
198,639,1
199,645,1
200,647,0
201,648,0
202,650,0
203,663,1
204,666,0
205,668,0
206,670,0
207,673,0
208,676,0
209,678,0
210,692,1
211,693,0
212,694,1
213,695,0
214,696,0
215,698,0
216,701,0
217,703,1
218,707,1
219,708,0
220,711,1
221,715,1
222,718,0
223,722,1
224,723,0
225,733,1
226,741,0
227,742,1
228,743,0
229,747,0
230,749,0
231,750,0
232,756,1
233,757,0
234,760,0
235,764,1
236,765,1
237,766,0
238,768,1
239,769,0
240,771,0
241,772,0
242,776,0
243,778,0
244,780,1
245,785,0
246,789,0
247,792,0
248,793,0
249,811,0
250,813,0
251,816,0
252,821,0
253,824,1
254,825,1
255,827,0
256,830,1
257,831,0
258,839,0
259,844,0
260,847,1
261,850,0
262,854,1
263,855,0
264,858,1
265,861,1
266,862,0
267,865,0
268,869,0
269,879,1
270,880,0
271,887,0
272,889,1
273,897,0
274,900,1
275,901,1
276,904,1
277,908,1
278,909,1
279,910,1
280,913,1
281,914,0
282,917,0
283,918,1
284,920,0
285,922,1
286,924,1
287,925,1
288,927,1
289,933,0
290,937,1
291,943,0
292,949,1
293,950,1
294,954,0
295,966,0
296,967,1
297,969,0
298,970,0
299,973,0
300,975,1
301,980,1
302,988,0
303,989,1
304,995,1
305,1000,1
306,1003,0
307,1007,1
308,1011,0
309,1012,0
310,1013,0
311,1014,0
312,1016,1
313,1019,0
314,1025,0
315,1027,0
316,1028,0
317,1030,1
318,1033,1
319,1034,1
320,1039,1
321,1046,1
322,1047,1
323,1053,0
324,1055,0
325,1056,0
326,1059,0
327,1060,1
328,1063,0
329,1064,0
330,1068,0
331,1076,0
332,1086,0
333,1087,1
334,1089,1
335,1092,0
336,1095,0
337,1096,0
338,1097,1
339,1100,1
340,1101,0
341,1107,0
342,1108,1
343,1111,0
344,1115,0
345,1116,0
346,1121,0
347,1125,0
348,1127,1
349,1131,0
350,1133,1
351,1135,1
352,1137,1
353,1140,0
354,1144,0
355,1147,1
356,1148,1
357,1150,1
358,1158,0
359,1159,1
360,1161,1
361,1163,0
362,1165,1
363,1169,0
364,1171,1
365,1172,0
366,1176,0
367,1180,0
368,1184,1
369,1186,0
370,1187,0
371,1192,1
372,1193,0
373,1194,0
374,1197,0
375,1200,0
376,1205,1
377,1210,0
378,1216,0
379,1220,1
380,1231,1
381,1233,1
382,1246,1
383,1247,1
384,1248,1
385,1255,1
386,1256,1
387,1257,1
388,1258,1
389,1260,1
390,1261,1
391,1265,1
392,1266,1
393,1268,1
394,1274,0
395,1281,1
396,1285,1
397,1286,1
398,1291,0
399,1292,0
400,1295,0
401,1299,0
402,1306,0
403,1310,1
404,1311,0
405,1313,1
406,1314,0
407,1322,1
408,1323,0
409,1325,1
410,1329,0
411,1330,1
412,1333,0
413,1336,0
414,1339,0
415,1342,0
416,1344,0
417,1355,0
418,1357,1
419,1358,0
420,1359,0
421,1364,0
422,1366,0
423,1367,0
424,1370,0
425,1373,0
426,1377,1
427,1386,1
428,1387,0
429,1392,0
430,1397,1
431,1398,1
432,1400,1
433,1403,1
434,1404,1
435,1410,1
436,1413,1
437,1416,1
438,1417,1
439,1423,0
440,1424,1
441,1426,0
442,1427,1
443,1428,1
444,1430,1
445,1434,1
446,1435,0
447,1437,0
448,1438,0
449,1442,0
450,1446,1
451,1451,1
452,1457,0
453,1461,1
454,1462,1
455,1465,0
456,1468,1
457,1469,0
458,1471,1
459,1476,1
460,1478,1
461,1481,1
462,1489,1
463,1490,1
464,1492,1
465,1496,1
466,1512,1
467,1516,1
468,1517,1
469,1528,1
470,1529,0
471,1536,0
472,1539,0
473,1541,1
474,1542,0
475,1548,1
476,1550,1
477,1551,1
478,1552,1
479,1557,0
480,1563,0
481,1564,0
482,1565,0
483,1566,0
484,1571,0
485,1578,1
486,1581,0
487,1583,0
488,1584,0
489,1586,1
490,1589,0
491,1592,1
492,1598,0
493,1606,0
494,1612,0
495,1616,1
496,1620,0
497,1624,1
498,1629,0
499,1630,0
500,1635,0
501,1640,0
502,1641,0
503,1642,1
504,1651,0
505,1655,0
506,1656,0
507,1659,0
508,1664,0
509,1667,0
510,1668,0
511,1674,0
512,1678,0
513,1680,1
514,1681,0
515,1682,1
516,1685,1
517,1695,1
518,1696,0
519,1697,0
520,1704,0
521,1708,0
522,1711,0
523,1713,0
524,1714,0
525,1717,0
526,1729,1
527,1730,1
528,1732,0
529,1734,0
530,1736,1
531,1738,1
532,1742,1
533,1743,1
534,1746,1
535,1748,0
536,1749,0
537,1751,1
538,1758,1
539,1764,1
540,1765,0
541,1777,1
542,1778,0
543,1781,1
544,1782,0
545,1783,1
546,1785,1
547,1788,0
548,1793,0
549,1794,0
550,1795,0
551,1797,0
552,1800,0
553,1801,0
554,1805,0
555,1806,0
556,1819,1
557,1820,1
558,1825,0
559,1828,0
560,1829,1
561,1830,1
562,1839,1
563,1843,0
564,1844,1
565,1846,1
566,1849,0
567,1850,0
568,1854,1
569,1855,1
570,1858,1
571,1859,1
572,1862,1
573,1867,1
574,1868,0
575,1871,0
576,1872,0
577,1874,1
578,1876,0
579,1879,0
580,1884,1
581,1891,0
582,1894,0
583,1896,1
584,1902,1
585,1903,0
586,1904,1
587,1906,1
588,1907,0
589,1912,1
590,1913,1
591,1923,1
592,1926,1
593,1928,1
594,1930,0
595,1931,1
596,1934,1
597,1936,1
598,1944,0
599,1946,1
600,1947,0
601,1958,1
602,1964,0
603,1970,1
604,1974,0
605,1977,1
606,1978,1
607,1982,1
608,1984,1
609,1988,1
610,1993,1
611,1997,1
612,1998,1
613,2002,1
614,2004,1
615,2005,0
616,2008,1
617,2011,0
618,2013,1
619,2018,1
620,2021,1
621,2025,1
622,2029,0
623,2030,0
624,2032,0
625,2037,1
626,2041,0
627,2044,0
628,2048,1
629,2052,1
630,2053,1
631,2054,0
632,2062,1
633,2065,1
634,2066,1
635,2072,0
636,2079,1
637,2080,1
638,2085,1
639,2088,0
640,2090,0
641,2092,1
642,2093,1
643,2101,1
644,2104,0
645,2105,1
646,2106,1
647,2107,1
648,2120,1
649,2124,1
650,2127,1
651,2130,0
652,2132,0
653,2135,0
654,2137,1
655,2140,1
656,2143,0
657,2147,1
658,2151,1
659,2152,1
660,2155,0
661,2156,1
662,2162,1
663,2165,0
664,2166,0
665,2167,0
666,2168,1
667,2170,0
668,2178,0
669,2180,0
670,2182,1
671,2184,0
672,2185,0
673,2187,0
674,2196,0
675,2197,0
676,2199,0
677,2200,1
678,2201,0
679,2202,0
680,2206,1
681,2208,0
682,2218,0
683,2223,1
684,2224,0
685,2226,0
686,2228,1
687,2232,1
688,2234,1
689,2243,1
690,2247,0
691,2249,1
692,2252,0
693,2253,1
694,2259,0
695,2261,0
696,2264,0
697,2268,0
698,2269,0
699,2270,1
700,2276,0
701,2283,0
702,2287,1
703,2290,1
704,2291,0
705,2293,0
706,2295,0
707,2302,0
708,2305,1
709,2310,0
710,2313,0
711,2316,0
712,2320,0
713,2322,1
714,2323,1
715,2326,0
716,2328,1
717,2331,0
718,2335,1
719,2338,0
720,2343,0
721,2344,0
722,2345,0
723,2353,0
724,2355,0
725,2357,1
726,2360,0
727,2365,0
728,2369,1
729,2371,0
730,2378,0
731,2380,0
732,2381,0
733,2383,0
734,2384,0
735,2392,0
736,2393,0
737,2401,0
738,2403,0
739,2404,1
740,2405,0
741,2407,0
742,2411,1
743,2424,0
744,2426,0
745,2431,0
746,2433,1
747,2434,1
748,2436,0
749,2439,1
750,2444,1
751,2447,0
752,2448,0
753,2449,1
754,2450,0
755,2461,0
756,2469,0
757,2472,1
758,2473,1
759,2474,0
760,2477,1
761,2481,1
762,2484,1
763,2495,1
764,2503,1
765,2509,0
766,2511,0
767,2518,1
768,2522,0
769,2525,0
770,2526,0
771,2529,0
772,2533,1
773,2549,0
774,2551,0
775,2558,1
776,2562,1
777,2563,0
778,2567,0
779,2574,1
780,2577,0
781,2578,0
782,2580,0
783,2581,0
784,2583,0
785,2584,1
786,2586,0
787,2589,0
788,2595,0
789,2596,0
790,2600,0
791,2601,0
792,2607,1
793,2610,1
794,2613,0
795,2615,0
796,2618,0
797,2620,1
798,2623,0
799,2626,0
800,2630,1
801,2634,0
802,2636,0
803,2638,0
804,2639,0
805,2646,0
806,2650,1
807,2652,0
808,2653,0
809,2654,0
810,2662,0
811,2665,0
812,2669,1
813,2674,1
814,2678,0
815,2681,0
816,2685,1
817,2686,1
818,2690,0
819,2697,1
820,2699,0
821,2704,0
822,2705,0
823,2710,0
824,2712,0
825,2713,1
826,2716,1
827,2717,0
828,2718,0
829,2721,0
830,2722,0
831,2735,1
832,2737,1
833,2738,0
834,2742,1
835,2745,0
836,2746,0
837,2747,0
838,2750,1
839,2751,0
840,2754,1
841,2762,0
842,2764,0
843,2772,1
844,2775,0
845,2776,1
846,2779,1
847,2781,0
848,2789,0
849,2790,0
850,2791,1
851,2798,1
852,2800,1
853,2804,1
854,2805,0
855,2806,0
856,2809,0
857,2810,1
858,2812,1
859,2814,1
860,2816,1
861,2818,1
862,2823,0
863,2824,1
864,2834,1
865,2837,1
866,2840,1
867,2845,1
868,2847,1
869,2848,0
870,2850,1
871,2859,1
872,2862,1
873,2868,0
874,2874,0
875,2876,1
876,2892,1
877,2894,0
878,2897,1
879,2901,1
880,2903,1
881,2904,0
882,2906,1
883,2914,1
884,2918,0
885,2919,1
886,2923,1
887,2926,1
888,2928,1
889,2930,1
890,2938,0
891,2940,1
892,2949,0
893,2951,1
894,2958,0
895,2961,1
896,2962,0
897,2964,0
898,2966,0
899,2967,0
900,2968,1
901,2972,0
902,2977,1
903,2978,1
904,2979,0
905,2981,0
906,2985,0
907,2986,1
908,2989,1
909,2994,1
910,2996,1
911,2997,1
912,2999,0
913,3002,0
914,3007,0
915,3008,1
916,3017,1
917,3020,1
918,3024,1
919,3028,1
920,3031,0
921,3032,1
922,3033,1
923,3035,0
924,3040,1
925,3041,1
926,3046,1
927,3050,1
928,3063,0
929,3065,1
930,3067,0
931,3069,0
932,3076,0
933,3078,0
934,3081,1
935,3087,0
936,3088,0
937,3094,0
938,3096,0
939,3098,0
940,3103,0
941,3110,1
942,3113,0
943,3121,0
944,3127,1
945,3128,1
946,3129,0
947,3135,0
948,3143,0
949,3146,1
950,3148,0
951,3149,1
952,3151,1
953,3156,1
954,3160,1
955,3164,0
956,3169,1
957,3178,0
958,3187,0
959,3194,0
960,3202,0
961,3203,0
962,3204,1
963,3206,1
964,3207,0
965,3208,0
966,3209,1
967,3213,1
968,3214,0
969,3215,1
970,3220,1
971,3223,0
972,3224,0
973,3226,0
974,3228,1
975,3230,0
976,3232,0
977,3233,0
978,3234,1
979,3238,1
980,3246,0
981,3247,0
982,3250,0
983,3251,0
984,3254,0
985,3257,0
986,3258,0
987,3261,0
988,3267,0
989,3268,0
990,3269,0
991,3271,0
992,3272,1
993,3273,0
994,3279,1
995,3290,0
996,3291,0
997,3293,0
998,3294,1
999,3298,0
1000,3305,0
1001,3306,0
1002,3307,1
1003,3310,1
1004,3313,0
1005,3314,1
1006,3315,0
1007,3316,1
1008,3321,1
1009,3325,1
1010,3326,0
1011,3327,0
1012,3330,0
1013,3331,0
1014,3332,0
1015,3333,0
1016,3343,0
1017,3344,1
1018,3348,1
1019,3349,1
1020,3350,1
1021,3352,1
1022,3353,0
1023,3354,1
1024,3358,0
1025,3360,0
1026,3366,1
1027,3371,0
1028,3374,1
1029,3375,1
1030,3378,0
1031,3382,1
1032,3384,1
1033,3385,0
1034,3386,1
1035,3392,1
1036,3399,0
1037,3407,1
1038,3409,1
1039,3416,1
1040,3420,1
1041,3422,1
1042,3424,0
1043,3426,1
1044,3427,1
1045,3434,1
1046,3438,1
1047,3441,1
1048,3442,0
1049,3443,0
1050,3444,1
1051,3449,1
1052,3453,1
1053,3454,0
1054,3456,1
1055,3457,1
1056,3458,1
1057,3461,0
1058,3467,1
1059,3479,1
1060,3488,1
1061,3491,1
1062,3496,1
1063,3502,1
1064,3507,0
1065,3511,0
1066,3515,1
1067,3516,0
1068,3538,0
1069,3539,0
1070,3541,0
1071,3545,1
1072,3546,1
1073,3547,0
1074,3551,1
1075,3553,1
1076,3556,1
1077,3558,0
1078,3559,0
1079,3561,0
1080,3562,0
1081,3563,1
1082,3564,0
1083,3571,0
1084,3574,1
1085,3576,0
1086,3577,1
1087,3579,1
1088,3580,1
1089,3586,1
1090,3590,0
1091,3599,0
1092,3600,0
1093,3601,1
1094,3605,1
1095,3606,0
1096,3612,0
1097,3614,0
1098,3615,0
1099,3616,1
1100,3620,1
1101,3622,0
1102,3624,0
1103,3630,0
1104,3644,0
1105,3649,0
1106,3651,0
1107,3654,0
1108,3665,1
1109,3668,0
1110,3671,1
1111,3672,0
1112,3673,0
1113,3677,1
1114,3678,1
1115,3687,0
1116,3688,1
1117,3693,1
1118,3698,1
1119,3699,0
1120,3701,1
1121,3703,0
1122,3706,0
1123,3707,0
1124,3709,1
1125,3711,1
1126,3714,1
1127,3716,0
1128,3720,1
1129,3728,0
1130,3731,1
1131,3732,1
1132,3733,1
1133,3734,0
1134,3740,1
1135,3746,0
1136,3749,1
1137,3751,1
1138,3755,0
1139,3757,0
1140,3762,0
1141,3767,1
1142,3769,0
1143,3779,0
1144,3781,1
1145,3782,0
1146,3783,1
1147,3784,1
1148,3790,1
1149,3791,0
1150,3792,1
1151,3794,0
1152,3799,0
1153,3801,1
1154,3804,1
1155,3808,1
1156,3809,1
1157,3811,1
1158,3813,0
1159,3817,0
1160,3818,0
1161,3823,1
1162,3843,1
1163,3844,1
1164,3846,1
1165,3847,1
1166,3852,1
1167,3854,0
1168,3856,1
1169,3863,1
1170,3865,0
1171,3867,1
1172,3871,0
1173,3872,0
1174,3878,0
1175,3880,1
1176,3881,1
1177,3882,1
1178,3883,1
1179,3884,1
1180,3885,1
1181,3886,1
1182,3890,0
1183,3891,1
1184,3898,1
1185,3902,0
1186,3909,1
1187,3910,0
1188,3912,1
1189,3915,1
1190,3918,1
1191,3920,1
1192,3925,0
1193,3928,1
1194,3929,1
1195,3930,1
1196,3931,0
1197,3934,1
1198,3939,1
1199,3941,1
1200,3942,0
1201,3943,0
1202,3946,1
1203,3963,0
1204,3965,0
1205,3966,0
1206,3971,1
1207,3972,0
1208,3974,0
1209,3976,0
1210,3978,0
1211,3981,1
1212,3985,1
1213,3986,0
1214,3987,1
1215,3988,0
1216,3991,0
1217,3999,0
1218,4001,1
1219,4002,0
1220,4004,1
1221,4007,1
1222,4009,0
1223,4013,1
1224,4015,1
1225,4016,0
1226,4023,1
1227,4031,0
1228,4035,1
1229,4036,1
1230,4037,1
1231,4040,0
1232,4048,0
1233,4053,1
1234,4056,1
1235,4059,0
1236,4066,1
1237,4067,0
1238,4069,1
1239,4070,0
1240,4071,0
1241,4073,1
1242,4074,0
1243,4075,1
1244,4082,1
1245,4090,1
1246,4099,0
1247,4102,0
1248,4106,0
1249,4109,0
1250,4110,0
1251,4115,1
1252,4118,0
1253,4120,1
1254,4125,0
1255,4126,0
1256,4130,1
1257,4134,0
1258,4136,0
1259,4137,0
1260,4144,0
1261,4148,0
1262,4151,1
1263,4155,1
1264,4162,0
1265,4165,1
1266,4169,0
1267,4174,0
1268,4179,0
1269,4185,0
1270,4186,0
1271,4187,0
1272,4188,1
1273,4190,0
1274,4192,0
1275,4193,1
1276,4194,0
1277,4195,0
1278,4196,0
1279,4207,1
1280,4208,0
1281,4215,1
1282,4217,0
1283,4222,1
1284,4223,1
1285,4226,0
1286,4228,0
1287,4229,0
1288,4231,1
1289,4234,1
1290,4236,0
1291,4249,1
1292,4254,0
1293,4258,0
1294,4259,0
1295,4263,0
1296,4267,1
1297,4277,0
1298,4278,0
1299,4280,0
1300,4283,0
1301,4285,0
1302,4286,0
1303,4287,0
1304,4290,1
1305,4291,0
1306,4294,0
1307,4302,0
1308,4308,0
1309,4310,1
1310,4311,1
1311,4315,0
1312,4316,1
1313,4319,1
1314,4331,1
1315,4338,0
1316,4339,1
1317,4340,1
1318,4344,0
1319,4346,0
1320,4347,0
1321,4360,0
1322,4364,1
1323,4367,1
1324,4369,1
1325,4370,1
1326,4371,1
1327,4380,1
1328,4386,0
1329,4389,0
1330,4390,0
1331,4394,0
1332,4399,0
1333,4400,0
1334,4404,0
1335,4409,1
1336,4414,0
1337,4417,0
1338,4418,0
1339,4419,0
1340,4420,0
1341,4422,1
1342,4429,1
1343,4431,0
1344,4433,0
1345,4434,1
1346,4439,0
1347,4443,1
1348,4446,1
1349,4447,0
1350,4453,0
1351,4460,0
1352,4461,0
1353,4462,0
1354,4467,0
1355,4469,0
1356,4473,0
1357,4474,1
1358,4475,1
1359,4477,0
1360,4481,0
1361,4483,1
1362,4484,0
1363,4485,0
1364,4495,0
1365,4497,0
1366,4500,0
1367,4501,1
1368,4502,1
1369,4505,0
1370,4506,0
1371,4510,1
1372,4512,0
1373,4513,0
1374,4532,0
1375,4535,1
1376,4536,0
1377,4540,0
1378,4545,0
1379,4552,0
1380,4554,1
1381,4555,0
1382,4558,1
1383,4559,0
1384,4560,1
1385,4566,1
1386,4570,0
1387,4572,1
1388,4574,1
1389,4581,1
1390,4583,1
1391,4586,1
1392,4591,1
1393,4594,1
1394,4603,0
1395,4605,1
1396,4612,1
1397,4613,0
1398,4615,1
1399,4618,0
1400,4621,1
1401,4623,1
1402,4626,1
1403,4629,0
1404,4633,1
1405,4636,1
1406,4638,1
1407,4640,0
1408,4643,0
1409,4645,0
1410,4647,1
1411,4648,1
1412,4651,1
1413,4652,0
1414,4653,0
1415,4654,1
1416,4660,1
1417,4662,1
1418,4663,0
1419,4665,0
1420,4668,0
1421,4676,1
1422,4683,1
1423,4685,1
1424,4686,1
1425,4701,1
1426,4718,1
1427,4721,1
1428,4727,1
1429,4728,1
1430,4733,0
1431,4741,1
1432,4743,1
1433,4746,0
1434,4751,1
1435,4756,1
1436,4761,1
1437,4763,0
1438,4764,0
1439,4767,1
1440,4772,0
1441,4776,0
1442,4780,1
1443,4781,0
1444,4792,1
1445,4796,0
1446,4801,1
1447,4804,1
1448,4805,1
1449,4806,0
1450,4811,0
1451,4815,0
1452,4816,0
1453,4817,0
1454,4818,1
1455,4822,0
1456,4824,0
1457,4827,1
1458,4837,0
1459,4838,0
1460,4839,0
1461,4841,0
1462,4851,0
1463,4855,0
1464,4861,0
1465,4862,0
1466,4863,0
1467,4865,1
1468,4871,0
1469,4873,1
1470,4880,0
1471,4885,1
1472,4886,1
1473,4902,0
1474,4904,1
1475,4907,0
1476,4916,0
1477,4921,0
1478,4925,0
1479,4927,0
1480,4928,1
1481,4930,1
1482,4932,0
1483,4933,1
1484,4937,1
1485,4939,0
1486,4941,0
1487,4942,1
1488,4947,0
1489,4949,1
1490,4950,0
1491,4956,0
1492,4960,0
1493,4963,0
1494,4965,0
1495,4976,1
1496,4977,1
1497,4987,1
1498,4991,1
1499,4994,1
1500,4999,0
1501,5003,0
1502,5006,0
1503,5009,0
1504,5011,1
1505,5012,1
1506,5014,1
1507,5020,0
1508,5021,1
1509,5023,1
1510,5026,0
1511,5030,1
1512,5031,0
1513,5036,1
1514,5042,1
1515,5045,1
1516,5048,1
1517,5051,1
1518,5053,1
1519,5054,0
1520,5057,1
1521,5058,1
1522,5066,0
1523,5070,0
1524,5077,1
1525,5081,1
1526,5084,1
1527,5086,0
1528,5090,1
1529,5091,1
1530,5093,0
1531,5100,1
1532,5108,0
1533,5111,0
1534,5112,0
1535,5118,0
1536,5121,0
1537,5123,0
1538,5129,0
1539,5133,1
1540,5143,0
1541,5147,1
1542,5151,1
1543,5156,0
1544,5158,0
1545,5161,0
1546,5163,0
1547,5167,1
1548,5173,1
1549,5205,0
1550,5214,0
1551,5215,0
1552,5216,1
1553,5217,0
1554,5225,0
1555,5237,0
1556,5239,1
1557,5240,1
1558,5241,0
1559,5246,0
1560,5250,0
1561,5253,0
1562,5258,1
1563,5261,0
1564,5268,0
1565,5275,1
1566,5277,0
1567,5279,1
1568,5288,0
1569,5289,0
1570,5294,0
1571,5303,0
1572,5307,1
1573,5311,0
1574,5312,1
1575,5314,0
1576,5318,1
1577,5327,1
1578,5329,0
1579,5333,0
1580,5334,0
1581,5340,0
1582,5348,0
1583,5358,0
1584,5360,0
1585,5361,1
1586,5363,0
1587,5364,1
1588,5369,1
1589,5370,1
1590,5374,0
1591,5376,0
1592,5388,1
1593,5390,0
1594,5393,0
1595,5394,0
1596,5395,1
1597,5398,1
1598,5399,0
1599,5401,0
1600,5402,0
1601,5405,0
1602,5414,1
1603,5415,0
1604,5419,0
1605,5421,1
1606,5422,1
1607,5424,1
1608,5427,0
1609,5429,0
1610,5431,1
1611,5433,1
1612,5434,1
1613,5435,1
1614,5436,1
1615,5438,1
1616,5440,0
1617,5441,1
1618,5447,0
1619,5451,0
1620,5453,1
1621,5456,0
1622,5457,0
1623,5463,0
1624,5464,0
1625,5470,0
1626,5472,0
1627,5474,0
1628,5478,0
1629,5483,0
1630,5490,1
1631,5500,0
1632,5504,0
1633,5508,1
1634,5511,1
1635,5512,0
1636,5513,0
1637,5516,1
1638,5523,0
1639,5527,0
1640,5530,1
1641,5533,1
1642,5536,0
1643,5537,1
1644,5542,0
1645,5543,0
1646,5546,0
1647,5549,0
1648,5550,1
1649,5551,0
1650,5562,1
1651,5566,0
1652,5568,1
1653,5571,0
1654,5572,0
1655,5574,1
1656,5583,1
1657,5585,1
1658,5591,1
1659,5596,1
1660,5597,1
1661,5601,0
1662,5606,0
1663,5607,1
1664,5610,1
1665,5615,1
1666,5616,0
1667,5623,0
1668,5630,0
1669,5636,0
1670,5637,0
1671,5639,0
1672,5640,0
1673,5643,0
1674,5648,0
1675,5649,0
1676,5660,1
1677,5666,0
1678,5667,1
1679,5678,1
1680,5679,1
1681,5681,0
1682,5682,0
1683,5691,1
1684,5696,0
1685,5697,0
1686,5700,0
1687,5701,1
1688,5702,0
1689,5708,0
1690,5709,0
1691,5718,0
1692,5723,0
1693,5725,0
1694,5728,0
1695,5731,0
1696,5735,1
1697,5737,1
1698,5738,1
1699,5742,1
1700,5747,1
1701,5749,0
1702,5750,1
1703,5755,0
1704,5756,1
1705,5761,1
1706,5762,1
1707,5767,1
1708,5768,1
1709,5770,1
1710,5773,0
1711,5774,1
1712,5779,1
1713,5782,0
1714,5785,1
1715,5786,0
1716,5787,1
1717,5788,1
1718,5796,0
1719,5802,1
1720,5806,0
1721,5809,1
1722,5810,1
1723,5811,0
1724,5813,1
1725,5820,0
1726,5823,1
1727,5830,0
1728,5831,0
1729,5838,0
1730,5839,0
1731,5844,1
1732,5846,0
1733,5851,1
1734,5852,1
1735,5857,0
1736,5859,1
1737,5860,1
1738,5862,0
1739,5865,1
1740,5866,1
1741,5871,0
1742,5872,1
1743,5877,0
1744,5878,1
1745,5879,0
1746,5880,1
1747,5895,1
1748,5897,1
1749,5910,0
1750,5914,0
1751,5915,1
1752,5917,1
1753,5924,1
1754,5926,0
1755,5931,0
1756,5936,0
1757,5940,0
1758,5941,1
1759,5945,0
1760,5946,1
1761,5948,0
1762,5951,0
1763,5967,1
1764,5968,0
1765,5969,1
1766,5970,0
1767,5971,1
1768,5973,1
1769,5976,0
1770,5977,0
1771,5984,0
1772,5986,1
1773,5993,1
1774,5994,1
1775,6005,1
1776,6006,1
1777,6008,1
1778,6010,1
1779,6011,1
1780,6014,1
1781,6016,1
1782,6018,1
1783,6021,1
1784,6025,1
1785,6028,1
1786,6029,1
1787,6035,0
1788,6040,0
1789,6042,1
1790,6044,0
1791,6046,0
1792,6052,0
1793,6054,0
1794,6062,0
1795,6063,1
1796,6067,0
1797,6068,0
1798,6077,0
1799,6079,0
1800,6080,0
1801,6081,0
1802,6082,0
1803,6089,1
1804,6095,1
1805,6101,0
1806,6107,0
1807,6114,1
1808,6117,1
1809,6121,0
1810,6122,1
1811,6124,0
1812,6129,1
1813,6131,1
1814,6136,0
1815,6139,0
1816,6142,1
1817,6143,0
1818,6144,0
1819,6149,1
1820,6155,0
1821,6157,1
1822,6158,1
1823,6161,0
1824,6168,0
1825,6172,0
1826,6176,0
1827,6177,0
1828,6179,0
1829,6180,1
1830,6182,0
1831,6186,0
1832,6189,0
1833,6190,0
1834,6194,1
1835,6204,1
1836,6205,0
1837,6209,1
1838,6210,0
1839,6212,1
1840,6214,1
1841,6221,1
1842,6225,1
1843,6228,1
1844,6229,0
1845,6231,1
1846,6235,1
1847,6236,1
1848,6237,0
1849,6238,0
1850,6239,1
1851,6242,1
1852,6249,1
1853,6250,1
1854,6251,0
1855,6252,0
1856,6260,1
1857,6264,0
1858,6266,0
1859,6270,0
1860,6275,1
1861,6279,0
1862,6280,1
1863,6284,1
1864,6285,1
1865,6286,1
1866,6287,1
1867,6288,1
1868,6289,1
1869,6290,1
1870,6291,1
1871,6295,1
1872,6298,1
1873,6307,1
1874,6308,1
1875,6309,0
1876,6313,1
1877,6316,1
1878,6319,1
1879,6321,0
1880,6324,1
1881,6327,1
1882,6333,1
1883,6351,0
1884,6352,0
1885,6353,1
1886,6357,0
1887,6359,0
1888,6360,1
1889,6364,1
1890,6367,0
1891,6368,0
1892,6377,1
1893,6378,1
1894,6379,0
1895,6381,1
1896,6390,1
1897,6401,1
1898,6408,1
1899,6409,1
1900,6411,0
1901,6419,0
1902,6424,0
1903,6426,0
1904,6428,0
1905,6431,0
1906,6432,0
1907,6433,0
1908,6435,0
1909,6437,0
1910,6439,1
